Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location
Lincoln Ave & Whitney Pl (St. Charles Motel),12846,,,"451, 840",Saratoga Springs,SOUTH BROADWAY,No,No,No,No,Yes,No,
TSP Second Ave @ Hoffman Ave SB CI,5299,-73.775539,42.63907,922,Albany,RAYMO STREET,No,No,No,No,No,No,"(42.63907, -73.775539)"
Broadway & Ellsworth Jones Pl,12153,-73.78408,43.08506,"450, 452",Saratoga Springs,ELLSWORTH JONES PLACE,Yes,Yes,Yes,No,Yes,No,"(43.08506, -73.78408)"
Emerging Technology & Enterpreneurship Complex,13010,,,"11, 712, 910",Albany,UNKNOWN,No,Yes,Yes,No,Yes,No,
Quail St & State St,3278,-73.7763,42.66281,"100, 801, 803",Albany,SPRING STREET,No,No,No,No,Yes,No,"(42.66281, -73.7763)"
Clinton Ave & Dove St,3464,-73.7579,42.65875,"125, 805",Albany,DOVE STREET,No,No,No,No,Yes,No,"(42.65875, -73.7579)"
Sage Ave & Anderson Field,11943,-73.678898,42.731093,"286, 289, 802",Troy,11TH STREET,No,No,No,No,Yes,No,"(42.731093, -73.678898)"
Watt St & Albany St,13029,,,810,Schenectady,UNKNOWN,No,No,No,No,Yes,No,
5th Ave & 105th St,4404,-73.67928,42.7617,85,Troy,105TH STREET,No,No,No,No,Yes,No,"(42.7617, -73.67928)"
Lake Ave & Circular St,12132,-73.780252,43.082817,"451, 452",Saratoga Springs,CIRCULAR STREET,No,No,No,No,Yes,No,"(43.082817, -73.780252)"
Kirby Rd & Moore Ave,12857,,,451,Saratoga Springs,WALTER DRIVE,No,No,No,No,Yes,No,
204 Rt 50 (Target Glenville),2343,-73.932625,42.867034,450,Glenville,UNKNOWN,No,No,No,No,Yes,No,"(42.867034, -73.932625)"
Western Ave & Willow St,390,-73.91145,42.7043,763,Guilderland,SCHOOLCRAFT STREET,No,No,No,No,Yes,No,"(42.7043, -73.91145)"
Hulett St & Albany St,13377,,,810,Schenectady,UNKNOWN,No,No,No,No,Yes,No,
Broadway & Bridge St,495,-73.74174,42.66639,"22, 805",Albany,BRIDGE STREET,No,No,No,No,Yes,No,"(42.66639, -73.74174)"
Columbia St & Stratford St,4021,-73.716095,42.772568,182,Cohoes,HINES DRIVE,No,No,No,No,Yes,No,"(42.772568, -73.716095)"
TSP 3rd St @ Broadway SB CO,5220,-73.6902779,42.73119802,"922, 923",Troy,BROADWAY,No,No,No,No,No,No,"(42.73119802, -73.6902779)"
Watervliet Shaker Rd & New Karner Rd,12644,-73.840091,42.742359,155,Colonie,WALL STREET,No,No,No,No,Yes,No,"(42.742359, -73.840091)"
Manning Blvd & Lark St,13432,,,803,Albany,LARK DRIVE,No,No,No,No,No,No,
Madison Ave & Robin St,270,-73.774,42.65615,"114, 115, 805, 806",Albany,NEW SCOTLAND AVENUE,No,No,No,No,Yes,No,"(42.65615, -73.774)"
3rd St & Watervliet Ave,1104,-73.78148,42.67696,"106, 803, 872",Albany,WATERVLIET AVENUE,No,No,No,No,Yes,No,"(42.67696, -73.78148)"
Spring St & Henry St,12305,-73.783314,43.079418,452,Saratoga Springs,HENRY STREET,No,No,No,No,Yes,No,"(43.079418, -73.783314)"
Van Dyke Ave & Lindburgh Ave,13290,,,600,Amsterdam,LINDBERGH AVENUE,No,No,No,No,Yes,No,
State St & Gebhardt St,1592,-73.90253,42.77923,"355, 810",Schenectady,GEBHARDT STREET,No,No,No,No,Yes,No,"(42.77923, -73.90253)"
Washington Ave & N. Main Ave,3257,-73.78455,42.66894,12,Albany,WEST LAWRENCE STREET,No,No,No,No,Yes,No,"(42.66894, -73.78455)"
Curry Rd & Guilderland Ave,3513,-73.970402,42.786557,763,Rotterdam,GUILDERLAND AVENUE,No,No,No,No,Yes,No,"(42.786557, -73.970402)"
Broadway & Bridge St,10996,-73.741832,42.666023,"22, 805",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.666023, -73.741832)"
Donegal Ave & Kerry Dr,13078,,,802,Troy,KERRY DRIVE,No,No,No,No,No,No,
14th St & Turner Ave,13360,,,810,Schenectady,CAMPBELL AVENUE,No,No,No,No,Yes,No,
Nott Terr & Chapel St,3670,-73.936649,42.811297,"351, 354, 370",Schenectady,VALE-CENTRAL PARK CONNECTOR,No,No,No,No,Yes,No,"(42.811297, -73.936649)"
Washington Ave & Van Allen Way(Van Allen Apts.),12895,,,"214, 808",North Greenbush,VAN ALLEN WAY,No,No,No,No,Yes,No,
Eagle St & Madison Ave,10141,-73.759073,42.64784,"22, 115",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.64784, -73.759073)"
Hoosick Rd & Derrick Ave,3131,-73.64851,42.74284,"87, 96",Brunswick,UNKNOWN,No,No,No,No,Yes,No,"(42.74284, -73.64851)"
Woodlawn Station - State St & Woodlawn Plaza,2382,-73.912035,42.787462,"355, 812, 905",Schenectady,SCHOOL STREET,No,Yes,Yes,No,Yes,No,"(42.787462, -73.912035)"
Washington Ave & Dove St,1788,-73.761333,42.65556,"1, 10, 12, 13, 18, 182, 737, 807, 808, 870",Albany,DOVE STREET,No,No,No,No,Yes,No,"(42.65556, -73.761333)"
Columbia St & Masten Ave,4010,-73.7125,42.77201,522,Cohoes,UNKNOWN,No,No,No,No,Yes,No,"(42.77201, -73.7125)"
Guy Park Ave & Pine St,13213,,,"600, 602",Amsterdam,UNKNOWN,No,No,No,No,Yes,No,
Elizabeth Station - Second Ave & Krank St,3373,-73.763353,42.638513,"106, 801, 805, 872, 922",Albany,ELIZABETH STREET,No,Yes,Yes,No,Yes,No,"(42.638513, -73.763353)"
Nott St & Baker Ave,11262,-73.901851,42.816816,354,Niskayuna,BAKER AVENUE,No,No,No,No,Yes,No,"(42.816816, -73.901851)"
Nott St & Dean St,12497,-73.8995,42.81647,354,Niskayuna,DEAN STREET,No,No,No,No,Yes,No,"(42.81647, -73.8995)"
Cayuga St & Remsen St,4148,-73.700884,42.776143,"182, 522",Cohoes,REMSEN STREET,Yes,No,No,No,Yes,No,"(42.776143, -73.700884)"
Madison Ave & S. Main Ave,339,-73.78919,42.66468,114,Albany,NORTH MAIN AVENUE,Yes,No,No,No,Yes,No,"(42.66468, -73.78919)"
Quail St & 2nd St,10699,-73.769635,42.667914,100,Albany,3RD STREET,No,No,No,No,Yes,No,"(42.667914, -73.769635)"
TSP Broadway @ 13th ST SB CI,5235,-73.70041735,42.7243256,"922, 923",Watervliet,13TH STREET,No,No,No,No,No,No,"(42.7243256, -73.70041735)"
6TH AVE & FERRY ST(disocontinued),12614,,,,Troy,FERRY STREET,No,No,No,No,Yes,No,
63 Columbia Tpke,10931,-73.74659,42.63526,"114, 233",Rensselaer,WASHINGTON STREET,No,No,No,No,Yes,No,"(42.63526, -73.74659)"
Delaware & Groesbeck Pl (Nature Bus),1330,-73.82139,42.62643,872,Bethlehem,HERRICK AVENUE,No,No,No,No,No,No,"(42.62643, -73.82139)"
Lincoln Ave & Colvin Ave,13420,,,801,Albany,COLVIN AVENUE,No,No,No,No,No,No,
Broadway & Bruno St,12415,-73.974531,42.794008,351,Rotterdam,DRAPER AVENUE,No,No,No,No,Yes,No,"(42.794008, -73.974531)"
TSP South Pearl @ Second Ave EB CI,5313,-73.763059,42.638402,922,Albany,ODELL STREET,No,No,No,No,No,No,"(42.638402, -73.763059)"
15th St & Hoosick St,12363,-73.67489,42.739184,"289, 802",Troy,HOOSICK STREET,No,No,No,No,Yes,No,"(42.739184, -73.67489)"
Albany St & Alvey St,13103,,,810,Schenectady,DARTMOUTH STREET,No,No,No,No,No,No,
Rosa Rd & Athol Rd,12464,-73.91609,42.82129,352,Schenectady,AMBULANCE ENTRANCE,No,No,No,No,Yes,No,"(42.82129, -73.91609)"
TSP South Pearl @ First Ave NB CI,5533,-73.76439674,42.63235828,923,Albany,MOUNT HOPE DRIVE,No,No,No,No,No,No,"(42.63235828, -73.76439674)"
Downtown/Train Station - State St & Broadway,10207,-73.943305,42.813688,"353, 354, 355, 370, 602, 763, 810, 873, 905",Schenectady,BROADWAY,No,Yes,No,No,Yes,No,"(42.813688, -73.943305)"
Lark St & Colonie St,11709,-73.755518,42.66325,"100, 106, 803, 805, 872",Albany,UNKNOWN,Yes,No,Yes,No,Yes,No,"(42.66325, -73.755518)"
Livingston Ave & Henry Johnson Blvd,3311,-73.75838,42.66359,"100, 106, 801, 803, 805, 872",Albany,HENRY JOHNSON BOULEVARD,No,No,No,No,Yes,No,"(42.66359, -73.75838)"
Church St & Broadway,11514,-73.785196,43.083319,451,Saratoga Springs,BROADWAY,No,No,No,No,Yes,No,"(43.083319, -73.785196)"
2nd Ave & 21st St,4215,-73.701378,42.73091,182,Watervliet,UNKNOWN,No,No,Yes,No,Yes,No,"(42.73091, -73.701378)"
Albany Shaker Rd & Knauf Ln,2552,-73.78921,42.72126,737,Colonie,KNAUF LANE,No,No,No,No,Yes,No,"(42.72126, -73.78921)"
330 Columbia Tpke (Stewart's),2738,-73.72668,42.61094,233,East Greenbush,BARBER DRIVE,No,No,No,No,Yes,No,"(42.61094, -73.72668)"
Church St & Forest Ave,13281,,,600,Amsterdam,CHURCH STREET,No,No,No,No,Yes,No,
Curry Rd & Warrior Path,11204,-73.95224,42.77472,763,Rotterdam,WARRIOR PATH,No,No,No,No,Yes,No,"(42.77472, -73.95224)"
Liberty St & Forbes St,13208,,,"600, 602",Amsterdam,EAST MAIN STREET,No,No,No,No,Yes,No,
McClellan St & Becker St,2298,-73.92371,42.80143,"352, 810",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.80143, -73.92371)"
Quail St & Maple Ave,3491,-73.78585,42.65379,"100, 801, 803, 805",Albany,WOODLAWN AVENUE,Yes,No,No,No,Yes,No,"(42.65379, -73.78585)"
251 Washington St,12854,,,451,Saratoga Springs,UNKNOWN,No,No,No,No,Yes,No,
Rt 50 & Lake Hill Rd,2410,-73.898419,42.910129,450,Ballston,UNKNOWN,No,No,No,No,Yes,No,"(42.910129, -73.898419)"
6th Ave & Ingalls Ave,4328,-73.68186,42.74699,85,Troy,INGALLS AVENUE,No,No,No,No,Yes,No,"(42.74699, -73.68186)"
Van Rensselaer Blvd & North Sage Hill,12673,-73.74034,42.69372,182,Colonie,NORTH SAGE HILL LANE,No,No,No,No,Yes,No,"(42.69372, -73.74034)"
Mariaville Rd & Burnett St,3540,-73.98526,42.79112,351,Rotterdam,PHILLIP STREET,No,No,No,No,Yes,No,"(42.79112, -73.98526)"
Western Ave & Claredon Rd,871,-73.8188,42.67513,"10, 115, 803, 806, 808",Albany,LOCUST STREET,No,No,No,No,Yes,No,"(42.67513, -73.8188)"
TSP South Pearl @ Arch St SB CO,5284,-73.75661198,42.64223516,"922, 923",Albany,ARCH STREET,No,No,No,No,No,No,"(42.64223516, -73.75661198)"
TSP 8th ST @ Broadway NB CI,5367,-73.70613664,42.71451078,"922, 923",Watervliet,7TH STREET,No,No,No,No,No,No,"(42.71451078, -73.70613664)"
Delaware Station - Whitehall Rd & Delaware Ave,12976,,,922,Albany,UNKNOWN,No,Yes,Yes,No,No,No,
Rt 2 & Park Ave,2910,-73.75301,42.74509,370,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.74509, -73.75301)"
Van Vranken Ave & Van Debogart St,11281,-73.91898,42.832283,"351, 810, 830",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.832283, -73.91898)"
Elm Ave & Axbridge Ln,2591,-73.843953,42.607423,519,Bethlehem,JUNIPER DRIVE,No,No,No,No,Yes,No,"(42.607423, -73.843953)"
Columbia St & Cohoes High School,8017,-73.720258,42.772857,182,Cohoes,UNKNOWN,No,No,No,No,Yes,No,"(42.772857, -73.720258)"
N. Pearl St & Wilson St,11429,-73.749692,42.656297,"100, 106, 872",Albany,WILSON STREET,No,No,No,No,Yes,No,"(42.656297, -73.749692)"
Carman Rd & Okara Dr,1578,-73.93206,42.7159,763,Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.7159, -73.93206)"
State St & Waldorf Pl,2961,-73.928223,42.801954,"355, 810",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.801954, -73.928223)"
Summit Ave & Van Voast St,11226,-73.9436,42.80683,810,Schenectady,VAN VOAST STREET,No,No,No,No,Yes,No,"(42.80683, -73.9436)"
Mariaville Rd & Princetown Rd (Bank of America),12423,-73.98145,42.79037,351,Rotterdam,PRINCETOWN ROAD,No,No,No,No,Yes,No,"(42.79037, -73.98145)"
Quail St & Central Ave,3456,-73.77344,42.66539,"100, 801, 803",Albany,CENTRAL AVENUE,Yes,No,No,No,Yes,No,"(42.66539, -73.77344)"
Columbia St & Cohoes High School,4019,-73.720165,42.772868,182,Cohoes,UNKNOWN,No,No,No,No,Yes,No,"(42.772868, -73.720165)"
Lark Dr & Capital Woods Apts  #1,652,-73.74894,42.66446,"100, 106, 805, 872",Albany,MARSHALL,No,No,No,No,Yes,No,"(42.66446, -73.74894)"
Columbia Tpke & Sunset Rd,2235,-73.69035,42.57738,233,Schodack,UNKNOWN,No,No,No,No,Yes,No,"(42.57738, -73.69035)"
Catholic Central School - Latham,13388,,,182,Colonie,UNKNOWN,No,No,No,No,Yes,No,
Delaware Ave & Grove St,1323,-73.832175,42.622446,"18, 872",Bethlehem,GROVE STREET,Yes,No,No,No,Yes,No,"(42.622446, -73.832175)"
Morton Station - S. Pearl St & Morton  Ave,3385,-73.756423,42.642507,"100, 106, 107, 801, 805, 806, 872, 922, 923",Albany,ARCH STREET,Yes,Yes,Yes,No,Yes,No,"(42.642507, -73.756423)"
Tivoli Preserver East Entrance (Nature Bus),12991,,,,Albany,MANNING BOULEVARD,No,No,No,No,No,No,
New Scotland Ave & Main Ave,1026,-73.79919,42.6554,"13, 801, 803, 806",Albany,SOUTH MAIN AVENUE,No,No,No,No,Yes,No,"(42.6554, -73.79919)"
Church St & Woodlawn Ave,12151,-73.786,43.08353,451,Saratoga Springs,LONG ALLEY,No,No,No,No,Yes,No,"(43.08353, -73.786)"
Madison Ave & S. Lake St,345,-73.777572,42.658042,"114, 805",Albany,SOUTH LAKE AVENUE,No,No,No,No,Yes,No,"(42.658042, -73.777572)"
Nott St & Dean St,3674,-73.89963,42.816415,354,Niskayuna,KEYES AVENUE,No,No,No,No,Yes,No,"(42.816415, -73.89963)"
Mohawk Ave & S. Holmes St,13242,-73.973431,42.829142,602,Glenville,NORTH HOLMES STREET,No,No,No,No,Yes,No,"(42.829142, -73.973431)"
Consaul Rd & Cromer Ave,16005,,,,Unknown,CROMER AVENUE,No,No,No,No,Yes,No,
Western Ave & McKown Rd,2016,-73.83434,42.67995,"10, 808",Guilderland,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.67995, -73.83434)"
Sand Creek Rd & Colonie Central HS,10527,-73.805618,42.710595,125,Colonie,RAIDER BOULEVARD,No,No,No,No,Yes,No,"(42.710595, -73.805618)"
1484 Rt 50 (Mangino Buick GMC),12939,-73.855409,42.984283,450,Ballston,UNKNOWN,No,No,No,No,Yes,No,"(42.984283, -73.855409)"
Whitehall Rd & S. Main Ave,11924,-73.804847,42.648659,"106, 801, 805, 806",Albany,SOUTH MAIN AVENUE,No,No,No,No,Yes,No,"(42.648659, -73.804847)"
West Mall Station - 855 Central Ave,3419,-73.789825,42.679983,"1, 712, 807, 905",Albany,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.679983, -73.789825)"
Rt4 & Mazoway Ave,13195,-73.687526,42.689517,224,North Greenbush,UNKNOWN,No,No,No,No,Yes,No,"(42.689517, -73.687526)"
TSP South Pearl @ State St SB CO,5274,-73.75297211,42.64965778,"922, 923",Albany,STATE STREET,No,No,No,No,No,No,"(42.64965778, -73.75297211)"
Five Rivers Education Center (Nature Bus),12995,,,872,New Scotland,UNKNOWN,No,No,No,No,No,No,
Rt 4 & Blooming Grove Rd,11145,-73.69303,42.65774,"224, 808",North Greenbush,UNKNOWN,No,No,No,No,Yes,No,"(42.65774, -73.69303)"
New Scotland Rd & Wood Terr,1010,-73.84152,42.6488,"13, 803, 805, 806",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.6488, -73.84152)"
TSP South Pearl @ Fourth Ave NB CO,5316,-73.7582052,42.63921268,"922, 923",Albany,ALEXANDER STREET,No,No,No,No,No,No,"(42.63921268, -73.7582052)"
Bloomingrove Senior Apt (N Greenbush Shopping Bus),12838,,,821,North Greenbush,UNKNOWN,No,No,No,No,No,No,
Rt 7 & Wade Rd,11306,-73.77794,42.7567,370,Colonie,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.7567, -73.77794)"
Livingston Ave & N. Swan St,661,,,801,Albany,COLONIE STREET,No,No,No,No,No,No,
3rd Ave & 4th St,6,-73.70974,42.71027,22,Watervliet,4TH STREET,No,No,No,No,Yes,No,"(42.71027, -73.70974)"
Clinton Ave & Quail St,10343,,,"125, 805",Albany,QUAIL STREET,No,No,No,No,Yes,No,
TSP Second Ave @ 102nd St SB CI,5203,-73.68229907,42.75802341,"922, 923",Troy,102ND STREET,No,No,No,No,No,No,"(42.75802341, -73.68229907)"
Lincoln Ave & Cleveland St,13425,,,801,Albany,MC KINLEY STREET,No,No,No,No,No,No,
Altamont Ave & California Ave,12450,-73.92951,42.79509,"352, 810",Schenectady,UNKNOWN,No,No,No,No,Yes,No,"(42.79509, -73.92951)"
Main Ave & Rhodes Ave,4338,-73.64439,42.69686,286,North Greenbush,BROOKSIDE AVENUE,No,No,No,No,Yes,No,"(42.69686, -73.64439)"
TSP North Pearl @ Orange St NB CI,5335,-73.750702,42.65276344,"922, 923",Albany,VAN TROMP STREET,No,No,No,No,No,No,"(42.65276344, -73.750702)"
Van Dam St & Woodlawn Ave,12184,-73.785,43.08588,452,Saratoga Springs,WOODLAWN AVENUE,No,No,No,No,Yes,No,"(43.08588, -73.785)"
115th Street Station - 2nd Ave & 115th St,836,-73.677221,42.774863,"815, 923",Troy,115TH STREET,No,Yes,Yes,No,Yes,No,"(42.774863, -73.677221)"
Tibbits Ave & Bleeker Ave,2882,-73.67417,42.7249,"87, 802",Troy,BOUTON ROAD,No,No,No,No,Yes,No,"(42.7249, -73.67417)"
Union St & Wendell Ave,3627,-73.92465,42.81218,"370, 810",Schenectady,PARK AVENUE,No,No,No,No,Yes,No,"(42.81218, -73.92465)"
Erie Blvd & Green St,1680,-73.93999,42.8182,810,Schenectady,GREEN STREET,No,No,No,No,No,No,"(42.8182, -73.93999)"
River Road Park,15588,,,873,Niskayuna,UNKNOWN,No,No,No,No,Yes,No,
Raymond Watkins Apts,11475,-73.79038,43.0747,"451, 840",Saratoga Springs,UNKNOWN,No,No,No,No,Yes,No,"(43.0747, -73.79038)"
Union St & Ardsley Rd,1514,-73.9173,42.80953,"370, 810",Schenectady,ARDSLEY ROAD,No,No,No,No,Yes,No,"(42.80953, -73.9173)"
Ferry St & 4th St,11627,-73.69004,42.72749,289,Troy,CHURCH STREET,No,No,No,No,Yes,No,"(42.72749, -73.69004)"
Union St & Bedford Rd,1504,-73.91931,42.81022,"370, 810",Schenectady,PARKWOOD BOULEVARD,No,No,No,No,Yes,No,"(42.81022, -73.91931)"
New Scotland Ave & S. Main Ave,695,-73.79847,42.65535,"13, 803",Albany,FLEETWOOD AVENUE,No,No,No,No,Yes,No,"(42.65535, -73.79847)"
Central Ave & Robin St,216,-73.76953,42.66201,"1, 803, 807",Albany,ROBIN STREET,Yes,No,No,No,Yes,No,"(42.66201, -73.76953)"
2100 Rt 50 (Carousel Village),2321,,,450,Milton,UNKNOWN,No,No,No,No,Yes,No,
Altamont Rd & Armstrong Dr(discontinued),10192,-74.00959,42.70678,,Guilderland,ARMSTRONG DRIVE,No,No,No,No,Yes,No,"(42.70678, -74.00959)"
Lark St & Lancaster St,3246,-73.76545,42.65466,"13, 18, 801, 803, 870",Albany,LANCASTER STREET,Yes,No,No,No,Yes,No,"(42.65466, -73.76545)"
Western Ave & Gabriel Terr,406,-73.85619,42.68701,"10, 117, 190",Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.68701, -73.85619)"
7th Ave & Ingalls St,13061,,,802,Troy,MIDDLEBURGH STREET,No,No,No,No,No,No,
Altamont Rd & Dommorro Dr,13442,-73.936233,42.649947,519,New Scotland,DOMMORRO DRIVE,No,No,No,No,Yes,No,"(42.649947, -73.936233)"
Saratoga St & Spring St,11040,-73.699765,42.76163,182,Cohoes,SPRING STREET,No,No,No,No,Yes,No,"(42.76163, -73.699765)"
Broadway & Brookside Ave,93,-73.724754,42.691566,22,Colonie,IRVING PLACE,No,No,No,No,Yes,No,"(42.691566, -73.724754)"
Western Ave & Van Wie Terr,10608,,,763,Guilderland,UNKNOWN,No,No,No,No,Yes,No,
Altamont Ave & Crane St,11232,-73.944238,42.785521,"352, 353",Rotterdam,UNKNOWN,No,No,No,No,Yes,No,"(42.785521, -73.944238)"
Florida Ave & Collins St,13316,,,601,Amsterdam,UNKNOWN,No,No,No,No,Yes,No,
Rt 50 & Horstman Dr,2328,-73.944088,42.847122,450,Glenville,HORSTMAN DRIVE,No,No,No,No,Yes,No,"(42.847122, -73.944088)"
1506 Altamont Ave (Advanced AutoParts),12767,-73.945826,42.784505,"352, 353",Rotterdam,CRANE STREET,No,No,No,No,Yes,No,"(42.784505, -73.945826)"
TSP Second Ave @ 108th St NB CI,5401,-73.68136522,42.76480624,"922, 923",Troy,107TH STREET,No,No,No,No,No,No,"(42.76480624, -73.68136522)"
George St & Hamilton St,11098,-73.693312,42.73967,182,Green Island,UNKNOWN,No,No,No,No,Yes,No,"(42.73967, -73.693312)"
TSP Broadway @ I-787 Ramps SB CO,5252,-73.73005374,42.68524934,"922, 923",Colonie,UNKNOWN,No,No,No,No,No,No,"(42.68524934, -73.73005374)"
Carman Rd & Spawn Rd,1615,-73.93913,42.73225,763,Guilderland,SPAWN ROAD,No,No,No,No,Yes,No,"(42.73225, -73.93913)"
Union St & Cornelius Ave,3555,-73.89658,42.80103,370,Niskayuna,UNKNOWN,Yes,No,No,No,Yes,No,"(42.80103, -73.89658)"
2212  Burdett Ave,7151,-73.671349,42.733481,"87, 802",Troy,PEOPLES AVENUE,No,No,No,No,Yes,No,"(42.733481, -73.671349)"
415 River St (The Ark),15598,,,96,Troy,UNKNOWN,No,No,No,No,Yes,No,
Curry Rd & Altamont Ave,11207,-73.9556,42.7794,763,Rotterdam,UNKNOWN,No,No,No,No,Yes,No,"(42.7794, -73.9556)"
Rt 7 & Tall Oaks Apts,2460,-73.864143,42.785815,370,Niskayuna,UNKNOWN,No,No,No,No,Yes,No,"(42.785815, -73.864143)"
River St & Rensselaer St,10989,-73.68493,42.74312,802,Troy,RENSSELAER STREET,No,No,No,No,Yes,No,"(42.74312, -73.68493)"
Madison Ave & S. Swan St,3480,-73.763,42.64978,"114, 115, 870",Albany,UNKNOWN,No,No,No,No,Yes,No,"(42.64978, -73.763)"
Manning Blvd & N. Main Ave,11905,-73.78266,42.67014,"803, 805",Albany,KENT STREET,No,No,No,No,Yes,No,"(42.67014, -73.78266)"
Guilderland Ave & Vischer Ave,1648,-73.96925,42.78924,763,Rotterdam,VISCHER AVENUE,No,No,No,No,Yes,No,"(42.78924, -73.96925)"
Central Ave & Lanci Ln,2363,-73.84033,42.72401,355,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.72401, -73.84033)"
Westside Ave & Helderberg Ave,13363,,,810,Rotterdam,HELDERBERG AVENUE,No,No,No,No,Yes,No,
Church St & Catherine St,13262,,,600,Amsterdam,CATHERINE STREET,No,No,No,No,Yes,No,
TSP Second Ave @ 115th St SB CO,5522,-73.67731819,42.77462246,923,Troy,114TH STREET,No,No,No,No,No,No,"(42.77462246, -73.67731819)"
1224 Western Ave (Best Western),10616,-73.82765,42.67799,"10, 808",Guilderland,UNKNOWN,No,No,No,No,Yes,No,"(42.67799, -73.82765)"
Berkshire Blvd & Orlando Ave,13410,,,"801, 803, 806",Albany,ORLANDO AVENUE,No,No,No,No,No,No,
Bloomingrove Dr & Williams Rd,10027,,,85,North Greenbush,UNKNOWN,No,No,No,No,Yes,No,
Hedley District Station - King St & River St,12970,,,"87, 922, 923",Troy,UNKNOWN,No,No,Yes,No,Yes,No,
Rt 20 & Carpenter Village,11299,-73.93103,42.713819,763,Guilderland,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.713819, -73.93103)"
6th Ave & North St,4426,-73.68202,42.7451,85,Troy,NORTH STREET,No,No,No,No,Yes,No,"(42.7451, -73.68202)"
Washington Ave & Birchwood Ave,10774,-73.70774,42.65513,"214, 808",Rensselaer,BIRCHWOOD AVENUE,No,No,No,No,Yes,No,"(42.65513, -73.70774)"
3rd St & Rawson St,1494,-73.778583,42.67431,"106, 803, 872",Albany,BLEECKER TERRACE,No,No,No,No,Yes,No,"(42.67431, -73.778583)"
Wolf Rd & Beltrone Dr,10509,-73.80191,42.72217,"117, 190",Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.72217, -73.80191)"
3725 Columbia Tpke,3997,-73.67655,42.55454,233,Schodack,COLUMBIA TURNPIKE,No,No,No,No,Yes,No,"(42.55454, -73.67655)"
2128 Central Ave,11320,-73.87764,42.75675,355,Colonie,UNKNOWN,No,No,No,No,Yes,No,"(42.75675, -73.87764)"
Garner St & Vliet St,4165,-73.709552,42.778377,182,Cohoes,VLIET STREET,No,No,No,No,Yes,No,"(42.778377, -73.709552)"
Stow Ave & Burke St,4184,-73.696631,42.701728,"85, 802",Troy,SAINT MICHAELS AVENUE,No,No,No,No,Yes,No,"(42.701728, -73.696631)"
Delaware Ave & Becker Terr,2149,-73.83022,42.62324,"18, 872",Bethlehem,UNKNOWN,No,No,No,No,Yes,No,"(42.62324, -73.83022)"
Western Ave & Clark Pkwy,401,-73.87749,42.6936,763,Guilderland,FLETCHER ROAD,No,No,No,No,Yes,No,"(42.6936, -73.87749)"
Washington Ave & Partridge St,1839,-73.77942,42.66619,"12, 99",Albany,O'LEARY BOULEVARD,No,No,No,No,Yes,No,"(42.66619, -73.77942)"
Quail St & Hudson Ave,3279,-73.778454,42.660732,"100, 801, 803",Albany,JAY STREET,No,No,No,No,Yes,No,"(42.660732, -73.778454)"
Kings Rd & Menga Dr,13030,,,810,Schenectady,GIBSON STREET,No,No,No,No,Yes,No,
TSP Second Ave @ Hoffman Ave EB CO,5306,-73.77687464,42.63903847,922,Albany,WEST VAN VECHTEN STREET,No,No,No,No,No,No,"(42.63903847, -73.77687464)"
Saratoga Indoor Ice Rick(Victorian Stroll Only),15075,,,,Saratoga Springs,WEIBEL AVENUE,No,No,No,No,No,No,
Gerling St & Sheridan Ave,2649,-73.909472,42.823462,"351, 352",Schenectady,UNKNOWN,No,Yes,Yes,No,Yes,No,"(42.823462, -73.909472)"
High Rock Ave & Nelson Ave,12226,-73.77821,43.08773,450,Saratoga Springs,NELSON AVENUE,No,No,No,No,Yes,No,"(43.08773, -73.77821)"
Division St & Clinton St,13228,-74.202177,42.945987,"600, 602",Amsterdam,BAYARD STREET,No,No,No,No,Yes,No,"(42.945987, -74.202177)"
New St & YMCA,12108,-73.79771,43.06834,451,Saratoga Springs,UNKNOWN,No,No,No,No,Yes,No,"(43.06834, -73.79771)"
Village Center Station,2369,-73.835522,42.719798,"355, 905",Colonie,UNKNOWN,No,No,Yes,No,Yes,No,"(42.719798, -73.835522)"
Hillside Ave & Hillcrest Village Rd,2338,-73.89936,42.83053,351,Niskayuna,RANDI ROAD,No,No,No,No,Yes,No,"(42.83053, -73.89936)"
Broadway & Wards Ln,13015,,,524,Colonie,UNKNOWN,No,No,No,No,Yes,No,
Old Niskayuna Rd & SCP,12662,-73.79228,42.741396,190,Colonie,OLD NISKAYUNA ROAD,No,No,No,No,Yes,No,"(42.741396, -73.79228)"
